# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Oct 22 10:22:29 BRT 2021 [seed=1634908943568]
# -overwrite aln.AllBr.Major_Brazilian_clade.cd-hit.HKY+I+G4_StrictClock_Exponential_Assym-Phylogeography.xml
state	joint	prior	likelihood	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.clock.rate	local.clock.rate	default.meanRate	local.meanRate	local.rates.CentreWest.MG	local.rates.CentreWest.Northeast	local.rates.CentreWest.RJ	local.rates.CentreWest.SP	local.rates.CentreWest.South	local.rates.MG.Northeast	local.rates.MG.RJ	local.rates.MG.SP	local.rates.MG.South	local.rates.Northeast.RJ	local.rates.Northeast.SP	local.rates.Northeast.South	local.rates.RJ.SP	local.rates.RJ.South	local.rates.SP.South	local.rates.MG.CentreWest	local.rates.Northeast.CentreWest	local.rates.RJ.CentreWest	local.rates.SP.CentreWest	local.rates.South.CentreWest	local.rates.Northeast.MG	local.rates.RJ.MG	local.rates.SP.MG	local.rates.South.MG	local.rates.RJ.Northeast	local.rates.SP.Northeast	local.rates.South.Northeast	local.rates.SP.RJ	local.rates.South.RJ	local.rates.South.SP	local.indicators.CentreWest.MG	local.indicators.CentreWest.Northeast	local.indicators.CentreWest.RJ	local.indicators.CentreWest.SP	local.indicators.CentreWest.South	local.indicators.MG.Northeast	local.indicators.MG.RJ	local.indicators.MG.SP	local.indicators.MG.South	local.indicators.Northeast.RJ	local.indicators.Northeast.SP	local.indicators.Northeast.South	local.indicators.RJ.SP	local.indicators.RJ.South	local.indicators.SP.South	local.indicators.MG.CentreWest	local.indicators.Northeast.CentreWest	local.indicators.RJ.CentreWest	local.indicators.SP.CentreWest	local.indicators.South.CentreWest	local.indicators.Northeast.MG	local.indicators.RJ.MG	local.indicators.SP.MG	local.indicators.South.MG	local.indicators.RJ.Northeast	local.indicators.SP.Northeast	local.indicators.South.Northeast	local.indicators.SP.RJ	local.indicators.South.RJ	local.indicators.South.SP	local.nonZeroRates	default.treeLikelihood	default.branchRates	local.branchRates	c_local.count[1]	coalescent
551000	-52953.32256085773	-1315.0192497951484	-51638.30331106258	2021.314605724274	43.71693261048066	987.9592763707856	22.87136397028529	5.3333679549805755	0.2934647826709177	0.18292058928756313	0.19261178520136482	0.3310028428401538	0.9699701731577467	0.8765316779778873	8.189140321034762E-4	1.4246044879372721	8.189140321034783E-4	1.4246044879372737	1.4259451214764884	0.5168829656186887	1.4970169962625122	0.822960457557642	0.40198382539752586	0.29035005267773284	0.06521774565117118	0.17636742712682402	0.5382258526610154	3.2064022779587487	0.1401510420140515	0.1290943983531959	4.318535839980127	0.8411262505531606	0.5878780923168129	0.7408178341329383	0.8709760350368527	0.6607818041236281	1.6082609976551365	0.26145234480408486	1.3547796909039276	3.8011523479299134	1.2051942530716282	0.89320245766461	1.7211159504637548	1.3357813515174004	1.5030345851774605	1.3964426655810716	0.11564302366672798	2.544522009998308	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	13.0	-51177.99793774888	0.0	0.0	151.0	-1187.2261341273284
552000	-53032.33463711849	-1379.148507845443	-51653.18612927305	2021.2966521128803	44.81765451307917	2518.0103476719046	25.623151366235685	4.964410767722709	0.2979210931022714	0.18234449525772523	0.190494426323614	0.32923998531638893	1.2377367722732222	0.8918715079158483	8.243813872734894E-4	1.5277768981940556	8.243813872734878E-4	1.5277768981940547	2.115752427335486	2.782853281906494	1.2670754362641083	0.4452842933561186	0.9430476630853125	0.10117691254063337	0.37823140283409173	0.4346624549172221	0.8519487691862954	4.284008241992593	0.14905430636628872	0.8465201801916612	5.900027135538	0.5856451681031783	0.36616545825605545	1.3039876515190743	0.10287647315747218	2.294319072155944	1.4953272252245198	0.5318796144608142	1.734331597636523	6.851929610913818	0.34033563679346623	0.6551706340227913	2.9378368742860794	0.4816386205965638	0.37726237030320137	0.38532888860869086	0.38111854943460216	1.813753006162724	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0	-51193.36462553524	0.0	0.0	163.0	-1232.8516367210602
553000	-52962.6675384664	-1325.6540480436533	-51637.013490422745	2021.285821412396	43.708010238953854	716.916032124818	23.85013477887137	5.171565334735933	0.29487266229605463	0.18402329519341196	0.19084639683794907	0.33025764567258387	1.387174427754754	0.8896450960890548	8.08049383272974E-4	1.3367398002786142	8.080493832729749E-4	1.3367398002786124	0.4661715412614339	0.7772383610187432	0.1466594840258006	0.5055775894818512	1.2564513381793516	0.2768478302414703	0.5104204045184214	1.3403048508133284	0.8312230689755464	0.5278734353834078	0.6754346361941769	0.31974504753460686	4.721834102647073	0.3360422698410193	0.2677143364037513	0.22031474440609441	0.08415572831410133	2.412196037422124	1.9217677891043843	0.5117690926179886	1.5911321319176874	2.1217404472437695	1.2202944777985905	1.2089861575983891	3.3375562951442026	0.1982433966706346	1.5601871950178914	0.0926379686399703	0.47616778715486635	0.8710588057199078	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	15.0	-51185.095603307665	0.0	0.0	154.0	-1202.3523757807786
554000	-52943.49157571501	-1308.3795313109918	-51635.11204440401	2021.2984004428147	45.06323937184628	787.9772473108735	22.03702399009742	4.730340252565211	0.2929274176926948	0.18259788233279556	0.19194133818568604	0.33253336178882315	0.9116791757102876	0.8964189615856526	8.294577361048878E-4	1.2268260619513276	8.294577361048884E-4	1.2268260619513303	0.13134682341900272	1.222768384355128	0.1826087989246709	0.6648015026904132	0.9481608668772092	0.19961510406505198	1.0554970304536742	1.7257801169167977	1.0782572133725448	0.23826087054786188	1.6327389735823197	0.3803858821957348	5.583348698823875	0.36004070653629217	0.9736987859654367	0.30036582694288905	1.6220038264953558	2.0391001067970103	1.8457031947903135	0.3430343332217635	0.8312076978147923	3.3992916029078715	0.9297850276157512	0.2869808908687472	1.8656611611409473	0.8773779322180859	2.7472500873239603	0.3074906845439945	0.19903670545910573	1.3679799810517939	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	13.0	-51179.2740191938	0.0	0.0	152.0	-1188.6468408737687
555000	-53054.17137439579	-1409.7226039663801	-51644.44877042941	2021.16454797183	47.200299992030196	1151.4273067808822	22.20144106138403	5.281184860681596	0.2929274176926948	0.18152443699080154	0.19301478352768006	0.33253336178882315	0.9404279838580474	0.8794837566253824	8.220168773187921E-4	1.09461169693301	8.220168773187912E-4	1.0946116969330084	0.011814598682269077	0.9508474151359698	0.29336387608845865	0.7778079594936259	2.2569142155025874	0.12798436132351734	1.0511684865890527	1.0622189382689087	0.5054521471869972	0.6170870655294342	1.2487179529794399	0.9660516374924678	6.911951844923254	1.3947048232844252	0.7292115365285458	0.6028584874885594	0.8041669699394304	1.9283009614411313	1.9381218697563776	0.07715154391943	0.6729842216492153	4.7125692495128915	0.45014243903711254	0.5392939998018054	2.262352067286837	0.4784518891223261	7.1646803563799875	0.07609945575714097	1.346788616515401	0.5058330968546713	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	14.0	-51165.80322479871	0.0	0.0	152.0	-1284.7794239686937
556000	-52921.686822238604	-1344.9836492484321	-51576.70317299017	2021.2993049612514	44.95813090383966	401.9874068953314	18.610995862524433	5.456966623255565	0.2952715006938874	0.18115241686532874	0.19264507139547507	0.33093101104530837	0.9141791179333828	0.8925709223932268	8.571035094318656E-4	1.5123160554832555	8.571035094318655E-4	1.5123160554832569	0.023266641960277994	4.554099000970123	0.09218198616392721	0.36456906819650425	2.300203126082078	0.3433804919691397	0.22137137811070814	0.6102679266651829	1.6969931923873032	0.12355338829527385	3.273019381914985	1.649668269356707	8.865836820202034	2.2114002290131904	1.093939592791538	0.9346776032766168	0.9479542536689557	0.4375255942656338	1.8201096856871586	0.08093595349028337	0.13994453041334856	6.8673290820621995	1.2694956539831737	1.2153367966422763	4.3957300335725575	0.5079981339946731	3.5668732931119385	0.8078398342192652	0.5035592948047422	3.3658392640043884	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	16.0	-51142.99362247395	0.0	0.0	142.0	-1194.0963170574137
557000	-52948.14439425986	-1325.109817777744	-51623.03457648212	2021.2810195942127	45.22596860380356	309.663453534473	18.245249673029953	5.047775898928737	0.2952715006938874	0.18095188892467548	0.19391672295382475	0.3298598874276119	0.870743255703229	0.8801493698559313	8.239301501348248E-4	1.307202294762112	8.239301501348266E-4	1.3072022947621158	0.06643325394593726	3.4212481833026773	0.44278933024766653	1.5205244282822572	1.2880630861739066	1.0918682777797073	0.1376750052025077	0.3245462838540603	1.601661940519839	0.12663577619265387	1.0248743707462609	1.788810655286064	4.997294905894097	0.9932539435601723	0.3326059895271308	0.8779620026833055	0.28039589490615324	0.4255198098018199	1.6808054403023323	0.5194494887074395	0.0710992209594005	3.3686248520104765	1.4896148598481678	2.0560737444828447	2.1565178084588212	3.3794784020578796	0.8413232095055446	0.26292218983047266	0.4467797375845221	3.717004656740334	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	14.0	-51152.54403163995	0.0	0.0	144.0	-1199.808869453285
558000	-52949.650391075025	-1348.2091585963349	-51601.44123247869	2021.31672040247	45.71452529580661	711.4331055970425	20.897751147946273	4.978556350837319	0.2952715006938874	0.18095188892467548	0.19391672295382475	0.3298598874276119	1.094979336839162	0.88824058237825	8.445524293003514E-4	1.4122645409135364	8.445524293003508E-4	1.4122645409135361	0.014850471417420068	3.349713033634273	0.7530082056883827	1.876883531218925	1.577837119008656	0.763655392381323	0.7554044787037503	0.9714631203683401	0.839599116794563	0.28031417255242286	0.22507688130719145	0.46787638750668276	7.490428512043127	0.6615100762830131	0.2306680697481635	0.4580997069581194	0.3720499693597742	1.1369472970316066	1.5088742334005496	1.2625546005119404	0.11822775437067085	3.0694576316059075	1.1900631071708911	0.9658230671110494	2.092719972917832	0.9577272063772576	1.3572442146121209	0.301904064297918	0.09829856004641209	4.909071372682826	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	20.0	-51171.36312688579	0.0	0.0	141.0	-1206.7066018628134
559000	-53021.89708266048	-1400.2060693930578	-51621.691013267424	2021.2754399794526	45.792085807107334	2851.172342709232	26.409855334114667	4.9539455436144175	0.2909976734950105	0.18386629727579853	0.1923703527692793	0.3327656764599113	0.8829701710557278	0.893361294324642	8.433495523590424E-4	1.1389953917842663	8.433495523590442E-4	1.138995391784267	0.04214504543500866	0.5447402679509861	0.3762262265403691	1.5657982592092758	1.2341994772362304	1.2349406062552286	1.393736852205783	0.5271402672179941	0.8786740431105827	0.11343239855441539	0.19313978646048952	0.9398533731932037	8.349790310826702	1.0426346617708078	0.35952755161609795	0.5637486927218655	0.4091128183154303	0.86091566054269	3.5309537828494646	0.21564508080245048	0.04572269152222935	4.877135411366514	0.19488388341627672	0.6200648089788332	4.523062976392195	0.9928070135001544	0.7020548660279218	0.12612680289713527	0.014609396931487995	3.4680593169495015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	15.0	-51172.96751672887	0.0	0.0	153.0	-1271.2521140737365
560000	-53105.05177009988	-1394.0769411657946	-51710.974828934086	2021.3208481150139	44.62943987588284	2888.8765770934283	27.6758685892342	5.289569469059898	0.2909652177166015	0.1867126621759622	0.1924028085476883	0.32991931155974763	0.6635599743841457	0.8561725256203254	8.126896588680867E-4	1.4407208091815649	8.126896588680886E-4	1.4407208091815666	0.04444262046287495	0.26981408569840054	0.08906776904207483	2.2613854022405064	0.40080924548705427	1.1635815775255989	0.9183922900944933	2.3843317967375115	0.4220895685445819	0.2540127478345643	0.12872060278837194	1.0443755188402808	6.797208260513378	1.772615743432057	0.46552848364622806	0.6576482092800885	0.12388520682384965	3.342078719310315	1.4648994266219917	0.19413441370615075	0.07418336001114587	3.0805258186459423	0.14378012789875796	1.2410719751019286	2.4518688830243787	1.0371403299741841	0.7697550381457323	0.08559546723551131	0.018765483385267547	4.2963324683698	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	17.0	-51233.649828647525	0.0	0.0	163.0	-1252.0745182443568
561000	-52997.3043520103	-1336.053425359624	-51661.250926650675	2021.25364147278	47.17515459617424	513.2881207096395	19.624988035675997	4.940027192300476	0.2949817469407303	0.1780064358223243	0.1924009480639048	0.3346108691730402	0.7271125019406699	0.8646308910589146	8.116910562286308E-4	1.2857052899817372	8.11691056228633E-4	1.2857052899817394	0.12202196225963025	0.6126357448702838	0.15515504670558442	1.4939435466167201	2.026103523158545	0.22420389568757465	0.8922617311674758	1.5392670032503815	0.441052539103749	1.3541747992953965	0.17231296972428584	0.6552755216114722	6.814475046077069	0.568984468403932	0.9722260205392038	0.3106219928196718	0.1836778088094289	2.498140395881171	0.9715950053956125	0.19725182842198064	0.029270464063261954	4.355761392177679	0.38862824266268614	0.8689402404071158	2.436609097452853	0.45794075462156375	1.5940157206630434	0.9015636403307676	0.17286006482735752	1.2012802964838334	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	17.0	-51215.807547424105	0.0	0.0	151.0	-1210.3142244439703
562000	-52971.826953845666	-1333.6456121361748	-51638.18134170949	2021.2371219246106	46.20437204442495	183.60236454624896	15.48585040875399	5.040811280013711	0.2949817469407303	0.1820978517396831	0.19411929241161843	0.3288011089079678	1.4520666463970897	0.9047872537858302	8.369394369267552E-4	1.504584240003239	8.369394369267559E-4	1.5045842400032403	0.12225251792101678	0.5593666682081483	0.2844180201253178	0.27759037169229683	1.140213541714043	0.3511594437649178	1.2163394976460704	2.26894183582874	0.5808879552375561	0.7028243041184049	0.17473631771754844	0.5355387209972602	4.785368588835889	0.5475915504250227	1.2111694571164597	0.032232484402509635	0.7081941334033266	1.5878319931672564	0.38342862628372926	0.057311044173898464	0.027528267728257436	2.290122409720776	0.6837334983489061	0.34014155489412423	1.402209723837643	0.3311822262040272	1.8939881864239938	2.5788220931489687	0.05271536521854303	1.5754906543610514	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	12.0	-51171.9783641096	0.0	0.0	177.0	-1214.0212213115667
563000	-52963.294864571675	-1342.8751268212452	-51620.41973775043	2021.2467323513436	46.62849730520798	305.5819834346869	17.864240613575134	4.93731104944054	0.2948870518837418	0.1853969096980288	0.19074560826436537	0.3289704301538636	1.8715257419820286	0.8937076322999293	8.00596409748835E-4	1.4475895636330165	8.005964097488341E-4	1.4475895636330156	0.5112929422983229	0.3068888866433397	0.8643334229253771	0.3119276651481718	0.24402762922391952	0.5580601337804386	0.42426281568186264	1.1813084027017613	0.4359469134573962	1.1758200080465615	0.38308646141301106	0.37678189009535035	4.013424929005517	0.9865797497719763	0.4887586064646627	0.04318626963971051	0.5865988302962403	0.4547810786304195	0.5225524835321997	0.11782970927387072	0.019087108187741165	2.6800425707844253	1.6524568267481354	0.4648961149878289	2.91837593463384	0.6944746888191208	0.36107982001453703	0.9304160100941858	0.18241960570127955	1.935846052527966	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	14.0	-51159.68519007751	0.0	0.0	150.0	-1222.487767774177
564000	-53054.75311588441	-1400.7179916154523	-51654.03512426896	2021.2484038688276	50.9356655313094	719.7889321106034	21.407544367987704	4.803922231265964	0.29600391793861613	0.18093649876228077	0.19408915314523914	0.3289704301538636	1.075070779248821	0.8969053762334195	8.273374113417542E-4	1.5553981551296525	8.273374113417529E-4	1.555398155129651	1.036428367073675	0.45631551445960816	0.3748300792292826	0.24758406212144918	0.1802942323539312	0.32313525112047176	0.15399971742929888	0.7867819508805385	0.7087672823970758	0.20584401323492532	0.1552363227409145	0.48449146037508006	4.74569352963688	0.45440986747664247	0.4256787585893247	0.06778707876513715	0.8324075941206354	0.4444586842897274	1.0009685464590523	0.07032224107107822	0.017430694361565156	2.54568445703643	0.8999688090444145	0.17959018078654285	0.7207047728600054	1.4020482087058745	0.11968999059908855	0.6331138500563096	1.128315219436814	2.8602005032408084	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	20.0	-51202.335329606314	0.0	0.0	142.0	-1260.5196485068584
565000	-52919.050592338936	-1341.3611608131093	-51577.689431525825	2021.305223742865	45.74890398986137	845.3653206170136	22.084925571991526	5.381969650960131	0.2977960818316969	0.18408055441761453	0.18874350448537647	0.3293798592653117	1.0792078664051086	0.8955326661311014	8.136422600031805E-4	1.7806475698224085	8.136422600031817E-4	1.7806475698224082	0.3891454140594384	1.4856418524306014	0.7655045428256744	0.25075589172429036	0.0252335002786176	1.0951926828158802	1.7330622340861714	0.29875282819031634	0.5419157587320867	0.17769547242981382	0.5004960812848631	0.2764962838473474	4.412196569833778	0.44572566706865474	0.831389028537706	0.49770011392346786	0.19356486059396186	2.257713870515073	0.7085683676942953	0.007689438302238342	0.06262314636678906	2.975211238906364	0.3664301151933553	0.340914270892602	1.908589492239287	0.638889817233145	0.19491515126120376	1.0834915342831226	0.5937342695251369	1.8955709564760257	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	19.0	-51129.587173835185	0.0	0.0	164.0	-1195.8921007682795
566000	-53007.40361325812	-1379.8677045923569	-51627.53590866576	2021.3274964927546	45.062316938419045	2411.9872185203526	25.716927074301594	5.087877607109161	0.2955701414718485	0.17767821189277638	0.1958139750181965	0.33093767161717824	0.8596291904755865	0.8802457813367546	8.246033239017067E-4	1.6339304053277535	8.246033239017069E-4	1.6339304053277515	0.32651433167469307	1.875263724899651	0.7533913527336183	0.3375793248541983	0.047706115602152724	0.26068944888036355	1.0460928689904974	0.2836721176975396	1.3740101895389156	0.24116795761530574	1.1301933746937147	0.07593185712214304	5.169981214873889	0.39839503773636886	0.5969473819899527	0.3136814917600587	0.19884331131484512	1.8849386134546928	0.32134819653169294	0.02289229537771073	0.22802118955946651	2.7582774422479583	0.7829324327792603	1.2024540304128966	2.619947345063385	0.2158965104315157	0.7925228479776568	0.7713320695880201	1.1579640381518668	1.6855617088209867	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	17.0	-51184.35261180365	0.0	0.0	146.0	-1238.8031255773801
567000	-53012.86390264925	-1365.431885833022	-51647.43201681623	2021.2749136081904	48.175773183629566	471.5538675584457	19.551603879523466	5.125119830135985	0.29340279170363415	0.1832297806339969	0.19307192032603124	0.33029550733633734	1.002665402219975	0.9022522856834518	8.660613979432543E-4	1.4740578665181874	8.660613979432556E-4	1.4740578665181876	0.8241139281007124	1.2270075267727856	0.31102953734427263	1.2883273299604507	0.15810320119259838	0.9861011646766898	1.043252983482279	0.13562945671197327	0.9600967785917083	0.04259593112409329	0.5673941515542195	0.02857342213926142	10.505416288592736	0.5238934957426339	0.5133083942438947	0.5775922440328939	0.41465318622209835	1.7856140122951605	0.22209958115241474	0.1062586247199409	0.7830955308188116	4.378377132407971	0.9838078482555194	0.41374933955507665	2.28597705610057	0.7637782683935198	0.8854001861762377	0.47245079756532976	0.8364841632173933	1.9337822403500327	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	18.0	-51197.28688475807	0.0	0.0	157.0	-1226.2034485598097
568000	-52912.993759895406	-1293.1531281005011	-51619.840631794905	2021.2876641617058	43.637234221873186	782.7212767278403	22.977052843338654	5.291401117095512	0.29340279170363415	0.18261946618696828	0.1958333802612375	0.3281443618481597	1.2014071721559618	0.8995348701274468	8.440218961031631E-4	1.1971980017347528	8.440218961031635E-4	1.1971980017347503	1.7264169586993094	1.7272444621878198	0.32211803578458886	0.8733007411134376	0.195855035585322	1.3578905966717096	0.7104941020451131	0.20164316859415024	0.8840508080041013	0.06442714140997072	0.28177891971780117	0.023195364041232673	6.075689542257033	1.338768026665689	0.13701534771286292	0.3820384866708532	0.4499383897733998	1.6132116619745471	0.3326542281349008	0.28042830763988136	0.3334917142787687	4.030082247687783	0.9955055494548808	0.6843539387890615	2.896681733430905	0.389701683852307	3.1852117116964433	0.0829448023004075	0.47153674358309633	0.2157931908233404	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	11.0	-51154.818795713836	0.0	0.0	156.0	-1179.6973867138145
569000	-52921.34954750799	-1331.4382316166418	-51589.911315891346	2021.3128723738162	43.47503306836352	756.3218253658731	21.024148671800234	4.32669149663809	0.29446292175135064	0.18414204323444794	0.19292317736710227	0.3284718576470988	1.163194390198588	0.8953139118965726	8.189218548198108E-4	1.4976277302997938	8.189218548198087E-4	1.497627730299791	0.30393025781700067	2.4855304536540013	0.11268857886575381	0.612540056911213	0.39069457951326275	0.7038528394341962	0.845236120310981	0.26202730249920836	0.3984314627338021	0.1583486966501522	1.0061726663772057	0.00906573206475421	6.586073955558898	1.3404752050321034	0.09365144837203028	0.1547376436723503	0.5732382497588253	0.9776900316006477	2.0839188658257437	0.6698931848339026	0.6513953751601936	2.4733007942145853	1.0813884961585314	1.6278197043682359	2.0370503725519478	0.7949876838453142	3.711399453618277	0.33836655905877444	0.42099046493383296	0.716036250746147	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	-51157.121740487266	0.0	0.0	140.0	-1203.1213632871998
